@relation grafo
@attribute degree_H numeric
@attribute degree_L numeric
@attribute short_path numeric
@attribute clustering_H numeric
@attribute clustering_L numeric
@attribute betweenness_centrality_H numeric
@attribute betweenness_centrality_L numeric
@attribute closeness_centrality_H numeric
@attribute closeness_centrality_L numeric
@attribute eccentricity_H numeric
@attribute eccentricity_L numeric
@attribute eigenCentrality_H numeric
@attribute eigenCentrality_L numeric
@attribute common_neighbors numeric
@attribute has_edge {True,False}


@data
4,2,7,1.0,1.0,0.0,0.0,0.11546246977052413,0.10157491913109357,15,14,1.378099109532008e-18,-8.502954722632457e-20,0,False
4,2,8,1.0,1.0,0.0,0.0,0.11364110290418829,0.10343324489234794,15,15,1.019222551866996e-18,-6.663805313187391e-19,0,False
4,2,52146,1.0,1.0,0.0,0.0,0.12449671928466363,3.835458816760955e-05,14,1,2.5032461667044305e-18,-2.940511590514887e-19,0,False
5,5,5,1.0,0.9,1.8388783065937382e-10,0.0,0.12450819767598804,0.11174207658674334,15,14,5.177886551589386e-18,1.1223722542509073e-18,0,False
16,4,7,1.0,0.3,0.0001459094262359871,0.0,0.10794441068285753,0.10561327556701086,15,15,1.8665008811137165e-18,-1.47476058384081e-18,0,False
3,2,6,1.0,0.6666666666666666,1.8442069725215e-07,0.0,0.11923110117167138,0.11285501926517469,15,13,8.018520944863301e-19,6.806654857865897e-19,0,False
2,1,52146,0.0,0.0,1.084520033074891e-05,0.0,0.11557296275111863,1.9177294083804776e-05,14,1,3.3495063585480573e-18,4.659132870784654e-19,0,False
6,2,52146,1.0,0.4666666666666667,4.119087406769974e-08,0.0,0.08810533649061275,0.00014449868100355228,16,5,2.4266854965264693e-19,-3.3171884250315356e-19,0,False
3,1,6,1.0,0.0,0.0,0.0,0.11323353252655001,0.10754117669269342,15,15,9.615401292800657e-19,-5.242299987829522e-19,0,False
10,4,5,1.0,0.9555555555555556,1.1776183579080243e-07,0.0,0.1244310201565293,0.11223258257618027,15,13,7.832285965918619e-18,5.224706560152479e-19,0,False
4,4,8,1.0,1.0,0.0,0.0,0.10543561678136688,0.09630855440364348,15,15,-4.140765541741045e-20,-5.720404234095958e-20,0,False
17,2,6,0.6691176470588235,0.0,2.002143117043957e-05,1.0980447243599604e-05,0.12609136786628283,0.10635239571955554,15,13,2.5499947184001833e-18,-9.962021413909683e-19,0,False
3,1,6,0.3333333333333333,0.0,3.02398210731513e-06,0.0,0.1313087187929424,0.1034354055358392,15,13,3.0711687921018574e-17,4.030837117640994e-19,0,False
6,3,52146,1.0,0.6666666666666666,1.833591948261875e-06,0.0,0.12107361125029467,0.00012944673506568223,14,2,6.160964996081597e-19,-1.828431917270119e-19,0,False
4,3,52146,1.0,0.6666666666666666,3.6777566131874763e-10,0.0,0.08605306358517228,7.67091763352191e-05,17,1,4.735727552762224e-19,1.9670349087382427e-19,0,False
2,1,11,0.0,0.0,2.8950564507689175e-05,0.0,0.08583651315487899,0.08347892377127336,17,17,-6.67458984461702e-19,-9.243327147461763e-19,0,False
3,2,52146,1.0,1.0,0.0,0.0,0.09914915632664398,5.753188225141433e-05,15,1,2.356632116460247e-19,3.602365719633106e-20,0,False
3,2,52146,1.0,1.0,0.0,0.0,0.11478706803331051,3.835458816760955e-05,14,1,1.6953968198594e-18,1.4256632342358748e-19,0,False
3,1,52146,0.6666666666666666,0.0,5.4752555743571015e-05,0.0,0.10200457359678897,1.9177294083804776e-05,15,1,-3.8875424147914676e-19,-3.88830516449483e-19,0,False
4,1,52146,0.3333333333333333,0.0,0.00023156332518744572,0.0,0.0846802664899131,1.9177294083804776e-05,17,1,7.213438215348349e-19,2.990740362788219e-19,0,False
6,3,5,1.0,0.3333333333333333,2.8950564507689175e-05,0.0,0.10884967537664984,0.10650871724362343,14,14,7.32639911531943e-19,-1.2085439496591241e-18,0,False
9,4,6,0.4166666666666667,0.3333333333333333,0.00015465908231376645,0.0001447382953998238,0.1206424381214055,0.10215820128138904,15,14,-3.6889236369685894e-19,-1.5001854231742005e-18,0,False
13,3,5,1.0,0.3076923076923077,0.00017192384473301464,0.0,0.12296021892497955,0.12251249715118395,14,14,5.929616304389079e-18,-5.238411001945249e-19,0,False
5,2,8,0.6,0.0,5.6996009550313315e-06,1.3532763549345427e-06,0.1067805100677263,0.09546341949023524,16,15,5.101496833100627e-19,1.3190048455686944e-19,0,False
3,3,8,1.0,1.0,0.0,0.0,0.12368918756621076,0.08351482706984452,17,14,8.679231070767226e-18,7.747076264025688e-19,0,False
3,1,52146,1.0,0.0,0.0,0.0,0.0945817726465814,1.9177294083804776e-05,16,1,8.134070868504845e-20,-4.525505988783486e-19,0,False
9,1,52146,0.9444444444444444,0.0,2.298341104845965e-06,0.0,0.10200002093120689,2.5569725445073034e-05,15,2,1.90562725866798e-19,-4.759870915879448e-19,0,False
16,3,5,0.9333333333333333,0.6666666666666666,5.771429606259858e-07,3.6777566131874763e-10,0.13525903982086757,0.10460407047621138,15,13,1.2161588759713394e-16,-3.3277973276223375e-19,0,False
2,1,11,1.0,0.0,0.0,0.0,0.08936146281620845,0.07586326600630089,18,15,1.4359411600616187e-19,-7.709946409332916e-20,0,False
8,3,8,1.0,0.32142857142857145,8.201585461510972e-06,0.0,0.10699855975802972,0.09715162863065123,15,15,1.3259481809594153e-18,3.5501091564011653e-19,0,False
8,5,52146,0.8928571428571429,0.3,0.00012631856955115246,3.5026253458928343e-10,0.12647893169228158,0.0001534183526704382,14,1,1.9693023440430275e-18,-1.36207888487003e-18,0,False
4,4,52146,1.0,1.0,0.0,0.0,0.09809340642271318,7.67091763352191e-05,15,1,6.744023660099041e-19,6.482383564769921e-19,0,False
54,1,52146,0.07686932215234102,0.0,0.005831352549923988,0.0,0.1518269433243573,4.358475928137449e-05,12,3,2.0075500067398572e-16,1.0050986440807245e-19,0,False
10,7,10,0.8095238095238095,0.24444444444444444,0.00015921408028040545,7.237212055317423e-06,0.10459891455478414,0.07938555784754256,18,15,5.249970432823671e-19,-1.9450666092912107e-19,0,False
10,4,5,0.8333333333333334,0.5777777777777777,6.179753610645785e-06,2.451837742124984e-10,0.11271928769616484,0.087715669424198,16,14,8.952807247847411e-19,-2.249813180527857e-19,0,False
6,2,9,1.0,0.4666666666666667,3.187127669845315e-05,0.0,0.1062995030113906,0.08640820901277543,17,15,3.253188115953771e-19,1.5602192338603905e-19,0,False
5,2,52146,1.0,0.9,1.4711026452749905e-09,0.0,0.10206975626873611,0.00010621270569491877,15,4,-8.747024731408002e-20,-9.948036092371708e-19,0,False
5,3,52146,1.0,0.9,1.8388783065937382e-10,0.0,0.11478706803331051,9.588647041902388e-05,14,1,1.743009555591951e-18,8.046022819904147e-19,0,False
14,2,52146,1.0,0.31868131868131866,5.9382082041268624e-05,0.0,0.1283592550523577,4.3148911688560746e-05,13,2,1.3715565072328656e-17,-2.633964963268125e-19,0,False
2,2,52146,1.0,1.0,0.0,0.0,0.1041205306553032,3.835458816760955e-05,15,1,-4.955492242610486e-19,-5.328133590909798e-19,0,False
15,4,52146,1.0,0.2761904761904762,0.0003473289895399012,0.0,0.08263261592387351,7.67091763352191e-05,17,1,1.090872389023569e-18,-3.0961143788311015e-19,0,False
3,1,4,1.0,0.0,0.0,0.0,0.09854730756893935,0.08741165491745241,16,16,7.116793633357371e-19,-3.008257395630908e-19,0,False
3,2,8,1.0,0.6666666666666666,9.472743120374819e-08,0.0,0.104670406202979,0.10251776430867343,15,15,-3.554163570166332e-20,-1.0228265866128238e-18,0,False
5,1,6,0.7,0.0,1.6252156915246158e-06,0.0,0.11367327860672469,0.09593443734045524,16,15,-2.406072883847862e-19,-8.124344066789918e-19,0,False
3,3,52146,1.0,1.0,0.0,0.0,0.12293986632729273,5.753188225141433e-05,14,1,6.7650811563245145e-18,1.7385191977740513e-19,0,False
3,2,7,1.0,1.0,0.0,0.0,0.10331059649154853,0.09843074844915421,16,15,3.536158568718905e-19,-6.343866299032884e-19,0,False
5,2,52146,1.0,0.6,2.8946886751075987e-05,0.0,0.07385756358302564,3.835458816760955e-05,17,1,-4.0615842234735934e-20,-6.985513099263101e-20,0,False
8,2,52146,1.0,0.5,6.725040664114242e-09,0.0,0.09005898341165282,3.835458816760955e-05,15,1,-5.256804504620611e-19,-1.7397268339813925e-18,0,False
2,1,7,0.0,0.0,2.7766336721499907e-05,0.0,0.099240565509749,0.08749609221700691,16,15,5.373779488265927e-19,-4.1119553742137194e-20,0,False
2,1,8,0.0,0.0,1.4474178926860631e-05,0.0,0.0987595838706954,0.0885789575425788,16,15,-4.032643570370848e-20,-7.821908462970377e-19,0,False
3,2,5,1.0,0.6666666666666666,1.9109175701703915e-07,0.0,0.12937826322170742,0.11216732836479,14,13,1.1697956683619193e-17,5.94801958379857e-19,0,False
5,2,6,1.0,0.9,3.5607036944738163e-07,0.0,0.12290274019953237,0.1195482306839542,14,13,4.380894720716019e-18,3.9797272825848085e-19,0,False
5,4,8,0.8,0.6666666666666666,3.8595849001426717e-05,4.5174144358507407e-07,0.12340968720052156,0.08917665379974354,17,13,3.4690927646742896e-18,1.3799658748468696e-18,0,False
6,5,52146,0.5,0.4666666666666667,4.086297315235645e-06,1.8388783065937382e-09,0.12494595044433326,9.588647041902388e-05,13,1,1.0323293424071698e-17,-3.2839667442270346e-19,0,False
6,2,8,1.0,1.0,0.0,0.0,0.10371633576651351,0.10343180451350117,15,15,7.727329483880779e-19,-4.964533684074974e-19,0,False
10,4,10,0.6666666666666666,0.37777777777777777,6.352035161070212e-05,1.8213707328068976e-08,0.09833887127965694,0.08852274056258808,16,15,1.4909503775433384e-18,-2.6133967150446853e-19,0,False
5,1,7,0.5,0.0,0.00020615935256032515,0.0,0.11260479114862629,0.10524624972688634,14,14,8.413481446102522e-19,-3.710147154647289e-19,0,False
2,1,52146,1.0,0.0,0.0,0.0,0.11725702957175047,1.9177294083804776e-05,14,1,9.922491875700988e-19,-4.0268365646576936e-19,0,False
7,5,11,1.0,0.2857142857142857,4.636717010844781e-05,0.0,0.09308583705133901,0.08081179440935034,17,16,8.223401859373999e-19,-3.3414364045149544e-19,0,False
8,1,8,0.9285714285714286,0.0,1.6549904759343643e-10,0.0,0.11610183981841458,0.0925577459901664,16,14,3.88245656792304e-19,-1.3497496526841593e-19,0,False
3,2,9,1.0,1.0,0.0,0.0,0.12237019625040081,0.08347493642133444,17,14,1.3488601904472963e-18,-4.481269448721866e-19,0,False
12,1,5,0.9393939393939394,0.0,2.6407253579724254e-07,0.0,0.12727597106013255,0.11286316497991748,15,13,3.211323829109957e-17,1.5653195091140557e-19,0,False
5,2,8,1.0,0.8,1.4220658904324913e-09,0.0,0.1002096233970944,0.09371744406902417,16,15,4.757162611597084e-19,-1.1117250899490438e-19,0,False
10,2,5,1.0,0.5555555555555556,3.100793569004107e-05,0.0,0.13663189018112132,0.10754273379927373,15,13,4.4879524257637935e-17,-7.356070722428692e-20,0,False
9,5,6,1.0,0.2777777777777778,3.890456720896736e-05,0.0,0.12649831857283667,0.10948022293051392,14,13,2.5269784359838187e-18,1.3029103691354433e-18,0,False
7,1,6,0.6666666666666666,0.0,8.992024304600946e-07,0.0,0.12195628280011642,0.09931554066487565,16,14,4.7247621516960706e-18,5.070810446310546e-19,0,False
17,2,52146,1.0,0.13970588235294118,0.0017821201891172163,0.0,0.13096951251368147,0.00010654052268780431,14,2,-4.823140464630319e-19,-2.705712456367023e-18,0,False
4,1,7,1.0,0.0,0.0,0.0,0.11929573363791475,0.09486959856896747,16,14,6.856522437156654e-18,-6.183892078114332e-19,0,False
6,2,6,1.0,0.2,3.030483197355414e-05,0.0,0.11092767436182624,0.10469032333044463,15,14,8.43625848291567e-19,4.424572250459786e-19,0,False
3,1,8,0.6666666666666666,0.0,1.447491447818327e-05,0.0,0.10888637748452835,0.09247448625364506,16,14,1.1746153262444343e-18,-4.57686426580149e-19,0,False
2,1,6,0.0,0.0,2.8950564507689175e-05,0.0,0.11932687797127269,0.10499963985387369,15,14,1.5644089174928501e-18,2.663904236217717e-19,0,False
3,2,52146,1.0,1.0,0.0,0.0,0.12523457247189906,3.835458816760955e-05,13,1,8.18583409483046e-18,6.798191033765103e-20,0,False
3,1,8,1.0,0.0,0.0,0.0,0.1056151527959501,0.10064209842328978,16,15,7.002177929772587e-19,-8.275577088970223e-20,0,False
12,1,6,0.30303030303030304,0.0,2.633879148987571e-05,0.0,0.126689273272782,0.08839421160311559,17,13,5.543518381349227e-18,2.3866340007704182e-20,0,False
5,1,7,1.0,0.0,0.0,0.0,0.10087275180002295,0.10029758147512301,16,15,1.0834991027828661e-18,-6.553032900401988e-19,0,False
10,5,6,0.6,0.3,7.61266963894996e-05,8.851107392481796e-06,0.11366197155415193,0.1132451861521855,15,14,1.8746966044536964e-18,-1.9112458927486786e-18,0,False
7,3,5,1.0,0.47619047619047616,0.00040939969334615964,0.0,0.12549695904574532,0.11041359354477383,14,13,4.2169932437623834e-18,1.0482384188858818e-18,0,False
10,1,7,0.9555555555555556,0.0,1.4711026452749907e-10,0.0,0.10968838713205797,0.10501819758449474,15,14,4.911677736981271e-19,-1.5328242158781365e-19,0,False
12,10,5,0.9777777777777777,0.8939393939393939,6.29701921899224e-07,8.172792473749946e-11,0.12660721084400223,0.1263417778920684,13,13,4.286398506729875e-17,2.5057666897872473e-18,0,False
7,3,9,1.0,0.7142857142857143,4.671283736622153e-06,0.0,0.1015037772994194,0.09871495626272099,16,15,9.550625951385785e-19,-1.5712437877787458e-19,0,False
5,1,7,0.2,0.0,0.00011579600584451429,0.0,0.11198383771255342,0.09321083309275878,16,15,-6.677396921923402e-20,-4.385041739803158e-19,0,False
6,2,8,1.0,0.6,6.539839859451696e-06,0.0,0.1294916079929808,0.09068021065361202,17,14,9.215365915829271e-18,4.153516746733993e-19,0,False
9,2,8,1.0,0.6111111111111112,2.4152705650488768e-05,0.0,0.10649268269627024,0.09827056345539918,16,15,2.478274084216637e-18,-1.4718810413130986e-19,0,False
2,1,52146,1.0,0.0,0.0,0.0,0.10076634919176887,1.9177294083804776e-05,15,1,-1.9019584287610567e-19,-2.901094069044342e-19,0,False
7,4,8,1.0,0.5714285714285714,5.535926257130127e-06,0.0,0.11965656466264811,0.1036602447145334,16,14,1.0835742944791554e-18,-6.3406833408930055e-18,0,False
4,4,7,0.5,0.3333333333333333,0.0001110841075856056,1.3929206006781514e-05,0.11880247643377836,0.1081896969001284,15,14,4.49514039858508e-19,1.5539113833754938e-20,0,False
9,2,52146,1.0,0.9444444444444444,1.8914176867821313e-09,0.0,0.10401044701794757,0.00031322913670214466,15,4,1.5378777807117213e-20,-5.847261776794847e-19,0,False
19,1,52146,0.22807017543859648,0.0,0.00023205231879676162,0.0,0.142207901207913,1.9177294083804776e-05,13,1,8.935214104379703e-17,-2.2363121423931576e-19,0,False
7,1,7,0.6190476190476191,0.0,7.411855276163347e-05,0.0,0.1155226307923506,0.09473649198717346,15,14,6.53150441908857e-19,-2.878897276622707e-19,0,False
3,3,52146,1.0,0.3333333333333333,5.789965791273308e-05,0.0,0.09947115970701884,0.00010355738805254578,15,2,-2.466082233243257e-19,-7.854267960900344e-19,0,False
23,3,52146,1.0,0.25296442687747034,0.00021405937457958784,0.0,0.13903673728556248,6.136734106817529e-05,13,2,1.5129227431339206e-16,6.3668514154381824e-21,0,False
5,2,7,1.0,0.9,1.8388783065937382e-10,0.0,0.10851016120269676,0.09187310197278582,16,15,1.41157682923036e-18,1.02226101926558e-18,0,False
4,3,52146,1.0,0.8333333333333334,1.1646229275093675e-09,0.0,0.08429919075408679,6.136734106817529e-05,17,2,3.941160238940593e-20,-4.0703721273960093e-19,0,False
9,6,6,0.9333333333333333,0.3055555555555556,0.00013038342219353946,1.0507876037678503e-10,0.10296972251099915,0.102067652301629,16,15,1.6609105695212155e-19,-1.3067307183201847e-19,0,False
14,4,5,1.0,0.1978021978021978,0.000260667583246538,0.0,0.1085902764558198,0.08985388543767182,16,14,1.4356647409589041e-18,3.62459563293617e-20,0,False
11,4,52146,0.6666666666666666,0.36363636363636365,0.00024395258995181908,7.355513226374953e-10,0.1162927123283226,0.00010227890178029214,14,2,-2.7233415229687136e-19,-1.4285249728624094e-18,0,False
4,2,52146,1.0,0.6666666666666666,1.021206880326044e-05,0.0,0.11663237439260375,5.113945089014607e-05,14,2,1.1344113948847367e-18,-2.0974627658815944e-20,0,False
8,2,52146,1.0,0.6428571428571429,0.0001680409040229753,0.0,0.12334461797030544,4.3148911688560746e-05,14,2,-1.3691931874339402e-19,-8.289406740214496e-19,0,False
5,2,52146,1.0,0.8,1.9298905235804763e-05,0.0,0.07936837969217624,3.835458816760955e-05,17,1,-6.136951549095766e-20,-7.98993282216237e-19,0,False
8,2,9,1.0,0.6071428571428571,3.400253182153401e-06,0.0,0.1213659162261067,0.09242903039104246,16,14,1.3034893021192441e-18,-1.1850921143229377e-19,0,False
4,4,6,0.8333333333333334,0.8333333333333334,1.7640338273157434e-05,1.1067523439746524e-06,0.11530204797124036,0.09882232757995044,15,14,4.2591940219425524e-19,-1.633614267641428e-18,0,False
10,9,6,0.4444444444444444,0.3611111111111111,8.909877443816542e-05,2.9655605893769052e-05,0.10520748924949293,0.10227777505044602,15,14,-1.686762808375952e-18,-1.7465833490361723e-18,0,False
6,1,4,1.0,0.0,0.0,0.0,0.11730286330028689,0.11229239493167718,14,14,1.6322759924308408e-18,-3.5331223258641433e-19,0,False
6,4,52146,1.0,0.8333333333333334,4.8243585332924917e-05,0.0,0.10104360161839539,0.00011506376450282866,16,1,9.105039932627237e-19,2.5487067913684394e-20,0,False
12,7,6,0.6190476190476191,0.25757575757575757,9.535121802186548e-05,2.7248635068131422e-06,0.1261240202949306,0.11546920109855831,14,13,8.304118133118877e-18,4.628986483609558e-19,0,False
8,4,52146,0.35714285714285715,0.16666666666666666,2.9994725745628715e-05,1.2688260315496793e-08,0.1261893759122549,0.0001534183526704382,13,1,1.0448997627339974e-17,1.2325393858180793e-18,0,False
1,1,52146,0.0,0.0,0.0,0.0,1.9177294083804776e-05,1.9177294083804776e-05,1,1,9.689809720740222e-21,-3.0115391112718233e-19,0,False
5,3,52146,0.9,0.6666666666666666,3.0025200525033654e-07,1.8388783065937382e-10,0.10688692408331436,9.588647041902388e-05,15,1,9.921321195232775e-19,8.919827459853677e-19,0,False
2,1,52146,1.0,0.0,0.0,0.0,0.09145200820231592,1.9177294083804776e-05,16,1,7.986571971522653e-19,-2.3821746116170636e-19,0,False
4,1,52146,1.0,0.0,0.0,0.0,0.0898098828215134,7.67091763352191e-05,16,1,3.0462817802869086e-19,-3.2864852703598514e-19,0,False
14,2,6,0.27472527472527475,0.0,0.0003323466785730255,9.555366578974425e-07,0.13582857369920567,0.10484068366623342,15,13,2.222884841684034e-18,3.338581484211932e-20,0,False
3,1,52146,0.3333333333333333,0.0,2.942205290549981e-09,0.0,0.10887879567357801,6.849033601358848e-05,14,2,2.7334814731931336e-19,-3.90513356155217e-19,0,False
4,4,10,1.0,0.6666666666666666,1.4711026452749903e-09,0.0,0.10733370700063065,0.06973621067263863,19,15,-1.3384175831323539e-19,-7.408669964149649e-19,0,False
3,3,10,1.0,1.0,0.0,0.0,0.08664635298425578,0.0820690374153432,17,16,4.576017133587444e-19,-4.190554778085554e-20,0,False
3,2,52146,1.0,0.0,7.355513226374953e-10,0.0,0.10017110579506845,3.835458816760955e-05,15,1,9.758415814707727e-19,-1.1419417848731635e-18,0,False
4,1,6,1.0,0.0,0.0,0.0,0.11777064814919733,0.10749642915374437,14,14,4.629214271824675e-18,1.0111731016854766e-18,0,False
9,2,7,1.0,0.8888888888888888,3.084992144443042e-06,0.0,0.11286959663800974,0.10505904769140904,15,14,8.382158932011126e-19,-2.199435476236136e-19,0,False
4,1,52146,1.0,0.0,0.0,0.0,0.00016914373381915812,2.5569725445073034e-05,4,2,-7.349080318265742e-19,-9.02419467703339e-19,0,False
2,1,52146,1.0,0.0,0.0,0.0,8.716951856274898e-05,1.9177294083804776e-05,3,1,3.625234656484996e-19,-4.904372595386095e-20,0,False
2,1,52146,1.0,0.0,0.0,0.0,0.08335853318851866,9.137416592871688e-05,16,3,-3.1841460395527935e-19,-7.739357682850629e-19,0,False
4,3,52146,1.0,0.8333333333333334,1.3032262531575484e-07,0.0,0.1147174815783921,5.9929044011889926e-05,14,3,1.2252188642726238e-18,1.3369322366255646e-19,0,False
4,3,52146,0.8333333333333334,0.6666666666666666,3.6777566131874763e-10,2.451837742124984e-10,0.09229522425319063,7.67091763352191e-05,16,1,-2.6161929362177524e-19,-4.0234614990445706e-19,0,False
2,1,9,0.0,0.0,3.6777566131874763e-10,0.0,0.1014736155113824,0.08763080799645331,17,16,6.39167819432091e-19,-1.1887866576663735e-19,0,False
2,2,52146,1.0,1.0,0.0,0.0,0.11472058236214276,3.835458816760955e-05,14,1,9.843513998027515e-20,-2.8711402011923366e-19,0,False
2,1,52146,1.0,0.0,0.0,0.0,3.835458816760955e-05,1.9177294083804776e-05,1,1,3.423625688384031e-19,1.5986192367465136e-19,0,False
3,1,6,0.3333333333333333,0.0,2.8950564507689175e-05,0.0,0.11713636670564777,0.10050625201844914,15,14,-3.9114470644534554e-19,-1.039376334053784e-18,0,False
2,1,7,1.0,0.0,0.0,0.0,0.10390968073592274,0.09544164561417333,16,14,2.9989097041698675e-19,5.272296759115799e-20,0,False
2,1,8,1.0,0.0,0.0,0.0,0.10905504609164096,0.09736016181002767,16,15,1.3066500598533401e-19,-6.468389571720737e-19,0,False
7,4,52146,0.8333333333333334,0.6666666666666666,2.0840620808062365e-09,2.451837742124984e-10,0.09975572182447875,0.00013424105858663343,16,1,6.275833913862722e-19,-2.4904213385618256e-19,0,False
20,2,6,0.031578947368421054,0.0,0.0008550587089237208,0.00024546535038944965,0.11819889994013821,0.09823352179002562,16,14,4.2110194429810797e-19,-9.250376663143532e-20,0,False
7,3,52146,1.0,0.9047619047619048,8.330511667005112e-07,0.0,0.1302774758786645,5.753188225141433e-05,13,1,2.929364388437496e-17,-4.4395263556243716e-20,0,False
10,8,7,1.0,0.39285714285714285,0.0001969575377573256,0.0,0.12417981457093949,0.09260332857475699,16,13,5.408845646044374e-18,-2.4185143632302507e-18,0,False
3,2,8,1.0,0.6666666666666666,3.5781532084069923e-07,0.0,0.1070043403601438,0.10044780471665188,16,14,5.316651320580068e-19,4.114214418598222e-19,0,False
27,3,6,1.0,0.6324786324786325,0.00020413363557503835,0.0,0.12974721962369612,0.11967536252136361,14,14,6.583175379776463e-18,-1.4090570646757468e-17,0,False
4,1,52146,0.16666666666666666,0.0,2.1330988356487362e-08,0.0,0.00013807651740339438,1.9177294083804776e-05,2,1,4.664346155666465e-19,1.4580468366993817e-19,0,False
3,2,8,1.0,1.0,0.0,0.0,0.10997382250234519,0.10342064293749281,16,14,-4.7240345990855885e-19,-6.214471675102236e-19,0,False
5,3,7,1.0,0.3333333333333333,2.8950564507689175e-05,0.0,0.12288748938693499,0.10986320776504142,15,14,1.6389491961899117e-17,-1.834654993456106e-19,0,False
6,4,6,0.6666666666666666,0.4,5.789990309650729e-05,4.924478814901395e-07,0.11979406988804125,0.10073286689153053,16,14,2.305068667441021e-19,-5.852484544045253e-20,0,False
6,3,10,1.0,0.9333333333333333,5.789524460481392e-06,0.0,0.09823222258955756,0.08297996306678573,17,16,4.6404085257060444e-20,-3.6625457382035334e-19,0,False
4,4,7,1.0,0.6666666666666666,5.242114004521896e-06,0.0,0.1320000537454673,0.09885586735872216,15,12,2.148033743548756e-17,1.7156781521961806e-19,0,False
4,2,8,1.0,0.8333333333333334,5.339740260758202e-08,0.0,0.11876685720486252,0.09457846061196129,16,13,3.2777519522324835e-19,-8.841304500626379e-19,0,False
1,1,52146,0.0,0.0,0.0,0.0,0.08247616906469518,1.9177294083804776e-05,17,1,-1.1040132819315291e-19,-1.850274098692672e-19,0,False
4,1,52146,1.0,0.0,0.0,0.0,0.11269919124438511,1.9177294083804776e-05,14,1,1.091232174954573e-19,-8.136538793648334e-20,0,False
5,3,52146,1.0,0.6666666666666666,3.6777566131874763e-10,0.0,0.12343840095998722,5.753188225141433e-05,14,1,2.2142285601837647e-18,-4.292323843005805e-20,0,False
8,1,10,0.75,0.0,9.650065577340534e-06,0.0,0.1042835313491506,0.08789056621203313,16,15,-4.861967935083299e-19,-1.0982546027529825e-18,0,False
2,1,52146,1.0,0.0,0.0,0.0,0.10028742458658732,4.3148911688560746e-05,15,2,3.4506470584536455e-19,-3.3438954527515667e-19,0,False
3,1,52146,1.0,0.0,0.0,0.0,0.07293216834410242,1.9177294083804776e-05,18,1,-3.2101939006076476e-20,-8.605724172382303e-19,0,False
9,1,52146,0.5555555555555556,0.0,5.663745184308713e-09,0.0,0.0854656309505282,0.00017259564675424299,17,1,-4.9228858682658e-19,-7.647338214194684e-19,0,False
3,1,52146,1.0,0.0,0.0,0.0,0.1004946930889328,1.9177294083804776e-05,16,1,1.1676536098116335e-19,-4.0991898423128637e-19,0,False
3,1,52146,1.0,0.0,0.0,0.0,5.753188225141433e-05,1.9177294083804776e-05,1,1,-7.07208756579454e-20,-1.1597322864031832e-19,0,False
3,1,52146,1.0,0.0,0.0,0.0,0.10507836971561503,1.9177294083804776e-05,15,1,-9.932995154511081e-20,-4.2992374311399183e-19,0,False
3,2,52146,1.0,1.0,0.0,0.0,0.07516425290668127,5.753188225141433e-05,18,1,-6.309049334078746e-20,-2.860865607624142e-19,0,False
6,1,5,0.8,0.0,6.178410192470784e-06,0.0,0.12754753830186563,0.11064098083461588,14,14,5.809754111780547e-18,3.353860947359757e-20,0,False
4,2,52146,1.0,1.0,0.0,0.0,0.09627110502992041,9.862608385956742e-05,16,4,-2.930549844627258e-19,-8.6592545465710305e-19,0,False
6,1,52146,0.9333333333333333,0.0,1.0127990719010849e-06,0.0,0.1132590009631649,1.9177294083804776e-05,14,1,4.53120842632075e-19,3.850926736861529e-19,0,False
10,2,52146,1.0,0.3111111111111111,0.00031661248218002206,0.0,0.12614008507085567,3.835458816760955e-05,14,1,1.6081588916765878e-18,2.2269523849765317e-19,0,False
3,3,6,1.0,1.0,0.0,0.0,0.1144514397963409,0.10504901790434648,15,14,1.2785829367837246e-19,-4.954750902476691e-19,0,False
17,4,52146,0.18382352941176472,0.16666666666666666,0.0007648513731946584,3.6777566131874763e-09,0.1286627665925554,7.67091763352191e-05,14,1,2.036889904708291e-18,3.865642094285244e-19,0,False
4,2,52146,1.0,0.16666666666666666,2.1330988356487362e-08,0.0,0.00013807651740339438,3.835458816760955e-05,2,1,4.664346155666465e-19,-2.9216769756645916e-19,0,False
5,1,5,0.6,0.0,1.0823730192631396e-05,0.0,0.12342865729406598,0.11198383771255342,15,14,1.7340994851095645e-18,-3.344667801216342e-19,0,False
5,1,7,1.0,0.0,0.0,0.0,0.12708433219687637,0.1019041592092252,15,13,1.0645660178783974e-18,4.34854752317473e-19,0,False
2,2,9,1.0,1.0,0.0,0.0,0.09787914400579033,0.090842136135337,16,16,1.8582351598134912e-19,-5.497013547313445e-19,0,False
4,4,9,1.0,0.5,2.1043543291397427e-05,0.0,0.10393439949852568,0.09466374407875748,16,15,1.284055016631125e-19,-1.8991801897778482e-19,0,False
6,1,9,0.4666666666666667,0.0,8.68472802151317e-05,0.0,0.10237575239541272,0.09191971887471594,16,15,3.2696409492016723e-19,2.116026184222661e-19,0,False
2,1,52146,1.0,0.0,0.0,0.0,0.11095750287258059,1.9177294083804776e-05,14,1,6.915924346868069e-19,-1.7987926435388018e-19,0,False
9,8,8,0.3888888888888889,0.21428571428571427,9.649673283303116e-05,6.761929494904378e-05,0.12416320737153516,0.09362618443301618,16,13,1.4499728084582812e-18,-1.7774525025542057e-18,0,False
